X1,X2,X3,X4,X5,Y
1/24/2017 14:20,15.56,31.52,0.087,605.1,33545.31646
1/24/2017 14:30,15.42,32.92,0.088,596.2,33642.53165
1/24/2017 14:40,15.77,32.45,0.088,582.7,33411.64557
1/24/2017 14:50,15.81,31.62,0.085,572.3,33988.86076
1/24/2017 15:00,15.7,31.15,0.09,559,34292.65823
1/24/2017 15:10,15.85,30.45,0.089,540.4,34274.43038
1/24/2017 15:20,15.92,30.35,0.086,521.9,34821.26582
1/24/2017 15:30,16.09,30.68,0.087,504,34055.6962
1/24/2017 15:40,16.24,31.15,0.09,482.4,34316.96203
1/24/2017 15:50,16.27,29.92,0.085,459.1,34116.4557
1/24/2017 16:00,16.28,29.52,0.087,433.1,33569.62025
1/24/2017 16:10,16.51,28.58,0.088,406.6,33290.12658
1/24/2017 16:20,16.38,27.55,0.086,378.5,33618.22785
1/24/2017 16:30,16.87,27.58,0.088,349.8,33533.16456
1/24/2017 16:40,16.51,34.66,0.076,315.6,33198.98734
1/24/2017 16:50,15.85,36.73,0.078,281.8,33126.07595
1/24/2017 17:00,15.47,37.63,0.077,249.8,33666.83544
1/24/2017 17:10,15.3,35.99,0.076,222.5,34310.88608
1/24/2017 17:20,15.18,35.53,0.076,195.8,35270.88608
1/24/2017 17:30,15,34.46,0.08,168.5,36662.27848
1/24/2017 17:40,14.79,35.16,0.078,142.5,38764.55696
1/24/2017 17:50,14.59,35.73,0.078,111.7,41395.44304
1/24/2017 18:00,14.42,34.62,0.078,80.5,43212.1519
1/24/2017 18:10,14.07,39.4,0.08,24.54,44275.44304
1/24/2017 18:20,13.18,42.77,0.081,8.6,44858.73418
1/24/2017 18:30,12.35,48.08,0.078,4.721,44694.68354
1/24/2017 18:40,11.53,50.65,0.079,2.607,44579.24051
1/24/2017 18:50,11.06,51.02,0.081,0.771,44828.35443
1/24/2017 19:00,10.85,51.09,0.08,0.13,44603.5443
1/24/2017 19:10,10.39,53.69,0.076,0.137,44202.53165
1/24/2017 19:20,9.97,54.16,0.076,0.052,43844.05063
1/24/2017 19:30,9.56,54.99,0.078,0.122,43728.60759
1/24/2017 19:40,9.26,55.06,0.081,0.078,43716.4557
1/24/2017 19:50,8.9,55.69,0.077,0.122,43704.3038
1/24/2017 20:00,8.9,55.53,0.077,0.085,43540.25316
1/24/2017 20:10,8.9,51.69,0.08,0.093,43935.18987
1/24/2017 20:20,8.84,51.22,0.082,0.122,44469.87342
1/24/2017 20:30,8.63,52.42,0.075,0.111,44251.13924
1/24/2017 20:40,8.76,51.65,0.078,0.122,43716.4557
1/24/2017 20:50,8.33,55.46,0.086,0.093,43771.13924
1/24/2017 21:00,7.87,59.73,0.088,0.134,44153.92405
1/24/2017 21:10,8.59,59.93,0.087,0.1,43910.88608
1/24/2017 21:20,8.65,59,0.089,0.115,43224.3038
1/24/2017 21:30,8.74,59.03,0.092,0.096,42768.60759
1/24/2017 21:40,8.14,61.9,0.086,0.096,42458.73418
1/24/2017 21:50,7.82,62.07,0.091,0.093,41978.73418
1/24/2017 22:00,7.99,61.4,0.087,0.115,41431.89873
1/24/2017 22:10,8.23,60.33,0.09,0.119,40721.01266
1/24/2017 22:20,8.06,60.7,0.087,0.122,39870.37975
1/24/2017 22:30,7.95,61.44,0.088,0.119,39335.6962
1/24/2017 22:40,7.05,65.58,0.088,0.1,38418.22785
1/24/2017 22:50,6.719,67.58,0.09,0.1,37154.43038
1/24/2017 23:00,6.756,67.95,0.084,0.13,35811.64557
1/24/2017 23:10,6.795,67.71,0.084,0.089,34875.94937
1/24/2017 23:20,6.358,69.52,0.09,0.111,33885.56962
1/24/2017 23:30,6.479,69.68,0.087,0.13,32482.02532
1/24/2017 23:40,6.472,68.91,0.084,0.13,31364.05063
1/24/2017 23:50,6.013,71.4,0.084,0.104,30379.74684
1/25/2017 0:00,5.75,72.9,0.083,0.089,29778.22785
1/25/2017 0:10,5.648,73.4,0.085,0.13,28806.07595
1/25/2017 0:20,5.611,73.7,0.085,0.1,28095.18987
1/25/2017 0:30,5.557,74,0.091,0.111,27536.20253
1/25/2017 0:40,5.361,74.8,0.084,0.085,26886.07595
1/25/2017 0:50,5.138,75.8,0.083,0.096,26193.41772
1/25/2017 1:00,5.053,76.1,0.087,0.126,25604.05063
1/25/2017 1:10,5.235,76.3,0.086,0.108,25117.97468
1/25/2017 1:20,5.453,75.2,0.087,0.111,24735.18987
1/25/2017 1:30,5.469,74.1,0.086,0.122,24358.48101
1/25/2017 1:40,5.481,73.9,0.091,0.122,23890.63291
1/25/2017 1:50,5.593,73.4,0.087,0.134,23550.37975
1/25/2017 2:00,5.643,72.8,0.091,0.126,23477.46835
1/25/2017 2:10,5.636,72.1,0.088,0.089,23319.49367
1/25/2017 2:20,5.193,74,0.092,0.182,22912.40506
1/25/2017 2:30,5.032,74.9,0.087,0.126,22711.89873
1/25/2017 2:40,5.059,74.6,0.088,0.156,22511.39241
1/25/2017 2:50,4.925,75.3,0.086,0.174,22590.37975
1/25/2017 3:00,4.707,76.5,0.084,0.145,22481.01266
1/25/2017 3:10,4.544,78.5,0.085,0.115,22681.51899
1/25/2017 3:20,4.451,79.8,0.086,0.134,22596.4557
1/25/2017 3:30,4.337,80.1,0.087,0.111,22493.16456
1/25/2017 3:40,4.385,79.9,0.085,0.108,22432.40506
1/25/2017 3:50,4.45,79.8,0.085,0.104,22134.68354
1/25/2017 4:00,4.226,79.4,0.084,0.104,22256.20253
1/25/2017 4:10,4.25,79.4,0.088,0.13,22408.10127
1/25/2017 4:20,3.953,79.9,0.087,0.137,22383.79747
1/25/2017 4:30,4.172,79.9,0.091,0.134,22341.26582
1/25/2017 4:40,4.163,78.6,0.088,0.13,22104.3038
1/25/2017 4:50,3.939,79,0.087,0.126,22274.43038
1/25/2017 5:00,3.541,80.8,0.085,0.115,22584.3038
1/25/2017 5:10,3.247,82.4,0.086,0.085,22547.8481
1/25/2017 5:20,3.441,82.8,0.086,0.119,22906.32911
1/25/2017 5:30,3.681,82.7,0.086,0.119,23052.1519
1/25/2017 5:40,3.784,81.8,0.086,0.122,23416.70886
1/25/2017 5:50,3.919,80.6,0.088,0.152,24303.79747
1/25/2017 6:00,3.793,79.1,0.085,0.115,24905.31646
1/25/2017 6:10,3.778,78.8,0.081,0.119,25409.62025
1/25/2017 6:20,3.582,79.2,0.087,0.163,25470.37975
1/25/2017 6:30,3.555,79.5,0.087,0.152,25525.06329
1/25/2017 6:40,3.629,79.3,0.086,0.148,25579.74684
1/25/2017 6:50,3.638,79.4,0.089,0.145,25063.29114
1/25/2017 7:00,3.662,79.9,0.085,0.167,24388.86076
1/25/2017 7:10,3.706,79.7,0.085,0.134,23805.56962
1/25/2017 7:20,3.961,79.3,0.088,0.134,23374.17722
1/25/2017 7:30,4.018,78.1,0.086,0.122,22936.70886
1/25/2017 7:40,3.973,77.6,0.084,0.122,22906.32911
1/25/2017 7:50,4.062,76.8,1.324,0.104,23027.8481
1/25/2017 8:00,4.045,76.7,0.245,0.323,23744.81013
1/25/2017 8:10,3.992,76.7,0.084,1.603,24449.62025
1/25/2017 8:20,3.784,77.6,0.082,4.463,24978.22785
1/25/2017 8:30,3.835,78.1,0.805,8.11,26120.50633
1/25/2017 8:40,3.873,77.9,4.915,31.25,27177.72152
1/25/2017 8:50,4.243,78,4.916,69.25,27262.78481
1/25/2017 9:00,4.058,76.4,4.92,94.7,28283.5443
1/25/2017 9:10,4.129,76.6,4.913,121.6,28939.74684
1/25/2017 9:20,4.575,76.2,4.913,149.7,29541.26582
1/25/2017 9:30,4.725,75.2,4.914,178.1,29310.37975
1/25/2017 9:40,5.119,74.6,4.917,207.6,29893.67089
1/25/2017 9:50,5.257,73.4,4.916,237.4,30871.89873
1/25/2017 10:00,5.793,73,4.913,267.1,31704.3038
1/25/2017 10:10,6.278,70.6,4.918,296.7,32384.81013
1/25/2017 10:20,6.727,69.88,4.916,325.7,32804.05063
1/25/2017 10:30,7.44,67.45,4.917,353.1,32870.88608
1/25/2017 10:40,7.8,65.74,4.916,380.4,33308.35443
1/25/2017 10:50,7.83,65.31,4.914,406.6,34001.01266
1/25/2017 11:00,8.05,65.74,4.913,432.1,34493.16456
1/25/2017 11:10,8.5,64.84,4.912,456.5,34961.01266
1/25/2017 11:20,9.09,62.14,4.917,479.5,35520
1/25/2017 11:30,9.72,61.27,4.919,500.7,35550.37975
1/25/2017 11:40,10.25,60.03,4.913,519.8,35459.24051
1/25/2017 11:50,10.94,59.77,4.917,538,35811.64557
1/25/2017 12:00,11.67,58.1,4.913,554.4,35805.56962
1/25/2017 12:10,12.2,54.92,4.918,568.2,35896.70886
1/25/2017 12:20,12.55,54.92,4.916,581.2,35744.81013
1/25/2017 12:30,13.12,55.13,4.916,591.5,36000
1/25/2017 12:40,14.23,53.62,4.92,601.7,36054.68354
1/25/2017 12:50,15.07,40.17,3.725,610.8,36151.89873
1/25/2017 13:00,15.45,40.63,0.088,614.1,35872.40506
1/25/2017 13:10,15.85,40.23,0.089,615.8,36364.55696
1/25/2017 13:20,16.21,33.72,0.086,619.2,36601.51899
1/25/2017 13:30,16.45,32.72,0.084,621.8,36267.34177
1/25/2017 13:40,16.51,32.22,0.087,622.5,36309.87342
1/25/2017 13:50,16.67,30.98,0.086,618.3,36054.68354
1/25/2017 14:00,16.93,30.78,0.088,615.3,35720.50633
1/25/2017 14:10,17,29.62,0.087,609.9,35957.46835
1/25/2017 14:20,17.22,30.95,0.087,602.1,35501.77215
1/25/2017 14:30,17.41,29.18,0.085,594,35362.02532
1/25/2017 14:40,17.55,29.75,0.089,581.6,35106.83544
1/25/2017 14:50,17.61,28.28,0.086,568.3,35155.44304
1/25/2017 15:00,17.75,28.41,0.088,552.6,35167.59494
1/25/2017 15:10,17.92,29.18,0.086,536.8,35015.6962
1/25/2017 15:20,18.12,29.15,0.087,519.3,34693.67089
1/25/2017 15:30,18.28,28.98,0.083,499.6,34043.5443
1/25/2017 15:40,18.56,29.15,0.087,478.9,34122.53165
1/25/2017 15:50,18.39,29.58,0.083,456.6,33776.20253
1/25/2017 16:00,18.3,28.85,0.089,432.9,33484.55696
1/25/2017 16:10,18.45,28.15,0.084,407.1,33545.31646
1/25/2017 16:20,18.61,29.05,0.086,379.9,33478.48101
1/25/2017 16:30,18.73,30.65,0.086,350.8,33527.08861
1/25/2017 16:40,18.78,31.25,0.086,321.8,33660.75949
1/25/2017 16:50,18.62,31.72,0.087,292.7,33508.86076
1/25/2017 17:00,18.63,31.59,0.085,261.6,33545.31646
1/25/2017 17:10,18.42,32.19,0.084,233.2,33915.94937
1/25/2017 17:20,18.04,33.42,0.084,203.8,35228.35443
1/25/2017 17:30,17.54,33.79,0.085,172.5,36279.49367
1/25/2017 17:40,17.12,34.06,0.085,142.6,38242.02532
1/25/2017 17:50,16.82,36.49,0.087,114.4,40824.3038
1/25/2017 18:00,16.83,37.33,0.09,87.2,43339.74684
1/25/2017 18:10,16.83,36.33,0.09,60.86,44184.3038
1/25/2017 18:20,16.44,38.46,0.089,15.37,44457.72152
1/25/2017 18:30,16.12,39.67,0.089,7.27,44591.39241
1/25/2017 18:40,15.82,41.97,0.088,3.646,44591.39241
1/25/2017 18:50,15.58,42.74,0.087,1.153,44579.24051
1/25/2017 19:00,15.37,45.58,0.089,0.211,44554.93671
1/25/2017 19:10,15.24,47.48,0.088,0.122,44524.55696
1/25/2017 19:20,15.08,50.55,0.089,0.104,44354.43038
1/25/2017 19:30,14.75,53.02,0.087,0.115,44524.55696
1/25/2017 19:40,14.51,54.86,0.09,0.108,44360.50633
1/25/2017 19:50,14.24,58.56,0.092,0.096,44360.50633
1/25/2017 20:00,13.93,62.17,0.088,0.089,44135.6962
1/25/2017 20:10,13.48,65.01,0.084,0.115,44257.21519
1/25/2017 20:20,13.13,65.74,0.087,0.115,44785.82278
1/25/2017 20:30,12.89,62.67,0.088,0.13,44676.4557
1/25/2017 20:40,12.7,65.21,0.085,0.078,44384.81013
1/25/2017 20:50,12.16,65.98,0.086,0.093,43935.18987
1/25/2017 21:00,11.58,66.31,0.085,0.078,43394.43038
1/25/2017 21:10,11.57,63.34,0.087,0.13,43406.58228
1/25/2017 21:20,11.63,62.74,0.084,0.115,43169.62025
1/25/2017 21:30,11.56,63.67,0.086,0.137,42592.40506
1/25/2017 21:40,11.33,65.04,0.087,0.093,42100.25316
1/25/2017 21:50,11.19,67.38,0.086,0.096,41358.98734
1/25/2017 22:00,11.04,70.7,0.087,0.078,40909.36709
1/25/2017 22:10,10.68,70.9,0.086,0.096,40496.20253
1/25/2017 22:20,9.85,69.48,0.087,0.108,39912.91139
1/25/2017 22:30,9.7,70.1,0.083,0.1,38770.63291
1/25/2017 22:40,9.73,69.98,0.088,0.096,37834.93671
1/25/2017 22:50,10.01,67.04,0.088,0.096,37160.50633
1/25/2017 23:00,9.6,71.9,0.082,0.089,36164.05063
1/25/2017 23:10,9.36,72.9,0.084,0.111,34851.64557
1/25/2017 23:20,9.51,71.1,0.083,0.108,33417.72152
1/25/2017 23:30,9.27,70.7,0.086,0.111,32251.13924
1/25/2017 23:40,9.33,69.98,0.084,0.141,31522.02532
1/25/2017 23:50,9.08,71.3,0.086,0.156,30519.49367
1/26/2017 0:00,8.72,73.5,0.084,0.108,29942.27848
1/26/2017 0:10,8.63,76.3,0.087,0.137,29134.17722
1/26/2017 0:20,8.49,76.9,0.083,0.141,28362.53165
1/26/2017 0:30,8.28,77.3,0.085,0.115,27700.25316
1/26/2017 0:40,8.3,78.6,0.087,0.152,26782.78481
1/26/2017 0:50,8.18,79.5,0.089,0.122,26503.29114
1/26/2017 1:00,8.13,79.3,0.085,0.148,26059.74684
1/26/2017 1:10,7.91,79.8,0.091,0.13,25488.60759
1/26/2017 1:20,8.06,79.7,0.084,0.111,25154.43038
1/26/2017 1:30,8.09,77.2,0.083,0.126,24777.72152
1/26/2017 1:40,8.03,78,0.083,0.137,24558.98734
1/26/2017 1:50,7.66,79.5,0.086,0.115,23993.92405
1/26/2017 2:00,7.55,79.7,0.086,0.122,23702.27848
1/26/2017 2:10,7.63,76.9,0.088,0.13,23222.27848
1/26/2017 2:20,7.8,76.5,0.086,0.111,23197.97468
1/26/2017 2:30,7.78,76.7,0.088,0.096,23149.36709
1/26/2017 2:40,7.73,76.6,0.085,0.104,23064.3038
1/26/2017 2:50,7.36,78.1,0.085,0.141,22888.10127
1/26/2017 3:00,7.26,78.5,0.084,0.085,22809.11392
1/26/2017 3:10,7.25,77.2,0.087,0.104,22724.05063
1/26/2017 3:20,7.06,79.9,0.082,0.115,22620.75949
1/26/2017 3:30,7.77,80,0.085,0.104,22517.46835
1/26/2017 3:40,7.3,75,0.087,0.082,22031.39241
1/26/2017 3:50,7.02,77.7,0.082,0.115,22165.06329
1/26/2017 4:00,7.45,76.9,0.084,0.126,22086.07595
1/26/2017 4:10,7.26,77.1,0.085,0.115,22061.77215
1/26/2017 4:20,7.14,78.9,0.086,0.171,21867.34177
1/26/2017 4:30,7.16,77.9,0.087,0.126,21909.87342
1/26/2017 4:40,7.17,77.3,0.088,0.148,22329.11392
1/26/2017 4:50,7.25,77,0.085,0.104,22450.63291
1/26/2017 5:00,6.865,77.3,0.082,0.167,22778.73418
1/26/2017 5:10,6.94,77,0.082,0.163,22900.25316
1/26/2017 5:20,7.27,74.6,0.082,0.085,23082.53165
1/26/2017 5:30,6.886,78.1,0.085,0.089,23331.64557
1/26/2017 5:40,6.518,80.9,0.082,0.126,23592.91139
1/26/2017 5:50,6.533,81.6,0.083,0.13,24595.44304
1/26/2017 6:00,6.551,82.7,0.084,0.13,25038.98734
1/26/2017 6:10,6.539,82.8,0.087,0.137,25415.6962
1/26/2017 6:20,6.475,82.4,0.091,0.148,25014.68354
1/26/2017 6:30,6.492,82.5,0.086,0.134,25282.02532
1/26/2017 6:40,6.383,83.5,0.087,0.096,25415.6962
1/26/2017 6:50,6.355,83.8,0.085,0.111,25008.60759
1/26/2017 7:00,6.517,81.5,0.082,0.167,24224.81013
1/26/2017 7:10,6.468,80.3,0.088,0.122,23787.34177
1/26/2017 7:20,6.461,77.5,0.086,0.119,23422.78481
1/26/2017 7:30,6.444,76.2,0.084,0.096,23520
1/26/2017 7:40,6.374,75.5,0.087,0.159,23659.74684
1/26/2017 7:50,6.36,77.4,0.084,0.134,23562.53165
1/26/2017 8:00,6.139,79.5,0.086,0.363,23927.08861
1/26/2017 8:10,5.957,79.3,0.086,1.662,24698.73418
1/26/2017 8:20,5.966,82.2,0.087,4.584,25403.5443
1/26/2017 8:30,6.236,83,0.087,8.51,25853.16456
1/26/2017 8:40,6,82.6,0.087,33.17,26211.64557
1/26/2017 8:50,6.086,82.6,0.084,64.22,26904.3038
1/26/2017 9:00,6.164,82.4,0.088,89.9,28241.01266
1/26/2017 9:10,6.297,80.8,0.09,116.4,29000.50633
1/26/2017 9:20,6.29,79.5,0.084,143.1,29535.18987
1/26/2017 9:30,6.511,80,0.086,170.6,29960.50633
1/26/2017 9:40,6.709,80.7,0.086,200.7,30598.48101
1/26/2017 9:50,6.826,81.1,0.084,229.1,30537.72152
1/26/2017 10:00,7.16,80.9,0.085,258.7,31430.88608
1/26/2017 10:10,7.71,80.6,0.089,286.9,32433.41772
1/26/2017 10:20,8.13,78.5,0.085,316.1,33296.20253
1/26/2017 10:30,8.74,76.9,0.085,343.5,33843.03797
1/26/2017 10:40,9.26,75.2,0.089,372.8,34207.59494
1/26/2017 10:50,9.9,71.7,0.091,398.4,34529.62025
1/26/2017 11:00,10.4,71.1,0.089,422.4,34809.11392
1/26/2017 11:10,10.88,70.6,0.089,445.9,35392.40506
1/26/2017 11:20,11.52,68.95,0.084,468.6,35684.05063
1/26/2017 11:30,12.24,66.54,0.085,490.3,36018.22785
1/26/2017 11:40,12.93,63.64,0.088,510.6,36328.10127
1/26/2017 11:50,13.51,60.63,0.087,529,36516.4557
1/26/2017 12:00,14.04,60.87,0.085,542.7,36352.40506
1/26/2017 12:10,14.75,58.7,0.086,556.4,36139.74684
1/26/2017 12:20,15.35,55.69,0.088,571.5,36115.44304
1/26/2017 12:30,15.82,53.36,0.084,580.6,36376.70886
1/26/2017 12:40,16.14,49.08,0.088,590.4,36394.93671
1/26/2017 12:50,16.51,48.28,0.088,596.4,36133.67089
1/26/2017 13:00,16.74,48.01,0.085,603.7,36097.21519
1/26/2017 13:10,16.97,47.45,0.086,111.1,35993.92405
1/26/2017 13:20,17.2,46.71,0.09,37.12,36024.3038
1/26/2017 13:30,17.33,45.88,0.085,37.4,36103.29114
1/26/2017 13:40,17.36,46.01,0.09,37.63,35963.5443
1/26/2017 13:50,17.53,46.71,0.087,37.36,35927.08861
1/26/2017 14:00,17.78,45.81,0.09,37.69,35605.06329
1/26/2017 14:10,17.81,44.94,0.086,37.41,35368.10127
1/26/2017 14:20,18.11,46.08,0.084,37.42,35252.65823
1/26/2017 14:30,18.2,45.38,0.09,37.47,35283.03797
1/26/2017 14:40,18.28,44.07,0.085,37.43,35453.16456
1/26/2017 14:50,18.39,43.57,0.087,37.51,35270.88608
1/26/2017 15:00,18.37,43.61,0.086,37.73,35556.4557
1/26/2017 15:10,18.55,44.67,0.082,37.34,35368.10127
1/26/2017 15:20,18.52,43.84,0.082,36.45,34997.46835
1/26/2017 15:30,18.63,44.41,0.082,36.1,35118.98734
1/26/2017 15:40,18.69,43.37,0.086,35.4,35143.29114
1/26/2017 15:50,18.72,43.17,0.083,35.2,35125.06329
1/26/2017 16:00,18.62,43.71,0.088,35.16,35283.03797
1/26/2017 16:10,18.77,42.44,0.086,38.5,35325.56962
1/26/2017 16:20,18.66,44.41,0.085,53.12,35817.72152
1/26/2017 16:30,17.7,45.24,0.075,93.6,35447.08861
1/26/2017 16:40,17.25,45.94,0.079,162.8,35459.24051
1/26/2017 16:50,17.09,45.41,0.076,215.3,35720.50633
1/26/2017 17:00,17.01,45.17,0.077,227,35896.70886
1/26/2017 17:10,16.82,47.24,0.077,209.5,36431.39241
1/26/2017 17:20,16.77,48.17,0.077,184.4,37209.11392
1/26/2017 17:30,16.81,49.87,0.08,157.1,38406.07595
1/26/2017 17:40,16.77,51.58,0.079,130.4,40095.18987
1/26/2017 17:50,16.71,51.84,0.082,103.4,42756.4557
1/26/2017 18:00,16.59,52.37,0.084,77.9,44609.62025
1/26/2017 18:10,15.8,54.44,0.087,52.63,46055.6962
1/26/2017 18:20,15.16,56.14,0.087,17.86,45879.49367
1/26/2017 18:30,14.7,57.24,0.088,7.45,45818.73418
1/26/2017 18:40,14.28,58.58,0.085,3.731,45435.94937
1/26/2017 18:50,14.02,59.31,0.082,1.246,45369.11392
1/26/2017 19:00,13.63,60.81,0.075,0.226,45302.27848
1/26/2017 19:10,13.41,61.58,0.083,0.167,45782.27848
1/26/2017 19:20,13.17,63.22,0.076,0.137,45672.91139
1/26/2017 19:30,13.17,63.32,0.078,0.104,45235.44304
1/26/2017 19:40,12.46,64.72,0.075,0.082,44773.67089
1/26/2017 19:50,12.16,66.42,0.072,0.085,44749.36709
1/26/2017 20:00,12.52,69.03,0.077,0.122,44743.29114
1/26/2017 20:10,11.98,68.46,0.073,0.096,45369.11392
1/26/2017 20:20,11.56,71.1,0.082,0.108,45381.26582
1/26/2017 20:30,12.6,73,0.087,0.1,45277.97468
1/26/2017 20:40,13.09,73.7,0.084,0.137,45053.16456
1/26/2017 20:50,13.32,73.7,0.088,0.1,44190.37975
1/26/2017 21:00,13.13,75.4,0.088,0.119,43983.79747
1/26/2017 21:10,12.76,76.4,0.089,0.13,43339.74684
1/26/2017 21:20,12.35,76.8,0.09,0.119,42568.10127
1/26/2017 21:30,12,77,0.087,0.185,42240
1/26/2017 21:40,11.68,77.1,0.088,0.182,41681.01266
1/26/2017 21:50,11.38,78.5,0.088,0.122,40909.36709
1/26/2017 22:00,11.21,79.9,0.087,0.152,40101.26582
1/26/2017 22:10,11.04,80,0.088,0.126,39700.25316
1/26/2017 22:20,10.76,80.5,0.086,0.156,39451.13924
1/26/2017 22:30,10.62,80.9,0.087,0.1,38242.02532
1/26/2017 22:40,10.66,81.1,0.087,0.145,37433.92405
1/26/2017 22:50,10.46,80.8,0.087,0.096,36808.10127
1/26/2017 23:00,10.38,81.5,0.09,0.178,35914.93671
1/26/2017 23:10,10.58,82.1,0.083,0.148,35058.22785
1/26/2017 23:20,10.53,81.8,0.086,0.096,34116.4557
1/26/2017 23:30,10.52,81.9,0.089,0.185,33138.22785
1/26/2017 23:40,10.06,83.3,0.086,0.163,32160
1/26/2017 23:50,9.81,84.1,0.084,0.167,31218.22785
1/27/2017 0:00,9.42,83.8,0.08,0.159,30325.06329
1/27/2017 0:10,9.33,83.9,0.086,0.1,29419.74684
1/27/2017 0:20,9.48,84,0.087,0.167,28666.32911
1/27/2017 0:30,9.45,83.3,0.087,0.148,28064.81013
1/27/2017 0:40,9.63,83.3,0.093,0.122,27378.22785
1/27/2017 0:50,9.44,83.8,0.091,0.156,26588.35443
1/27/2017 1:00,9.11,85,0.084,0.119,26011.13924
1/27/2017 1:10,8.87,85.6,0.084,0.156,25646.58228
1/27/2017 1:20,8.87,85.6,0.087,0.145,25391.39241
1/27/2017 1:30,9.07,85,0.088,0.156,24826.32911
1/27/2017 1:40,8.87,84.2,0.088,0.126,24449.62025
1/27/2017 1:50,8.65,84.5,0.088,0.193,24164.05063
1/27/2017 2:00,8.64,84.7,0.088,0.115,23586.83544
1/27/2017 2:10,8.56,85.5,0.087,0.156,23410.63291
1/27/2017 2:20,8.43,86.5,0.088,0.122,23131.13924
1/27/2017 2:30,8.29,86.6,0.088,0.152,22882.02532
1/27/2017 2:40,8.08,86.6,0.086,0.171,22815.18987
1/27/2017 2:50,8.02,86.4,0.089,0.13,22693.67089
1/27/2017 3:00,8.26,86.3,0.089,0.159,22614.68354
1/27/2017 3:10,8.24,86.4,0.089,0.141,22152.91139
1/27/2017 3:20,8.17,86.7,0.09,0.163,21958.48101
1/27/2017 3:30,8.18,86.6,0.093,0.13,21849.11392
1/27/2017 3:40,8.08,86.2,0.085,0.119,21861.26582
1/27/2017 3:50,8.07,86.1,0.089,0.163,22037.46835
1/27/2017 4:00,8,85.7,0.09,0.145,21970.63291
1/27/2017 4:10,7.91,85.1,0.086,0.145,21715.44304
1/27/2017 4:20,7.9,85.9,0.088,0.145,21612.1519
1/27/2017 4:30,7.91,85.9,0.089,0.126,21770.12658
1/27/2017 4:40,7.63,86.5,0.091,0.108,22025.31646
1/27/2017 4:50,7.47,88.3,0.09,0.126,22110.37975
1/27/2017 5:00,7.69,88.1,0.088,0.096,22383.79747
1/27/2017 5:10,7.27,87.6,0.085,0.145,22517.46835
1/27/2017 5:20,7.23,87.4,0.083,0.167,22784.81013
1/27/2017 5:30,7.33,85.8,0.084,0.211,22772.65823
1/27/2017 5:40,7.51,85.6,0.086,0.137,22954.93671
1/27/2017 5:50,7.67,85.4,0.09,0.104,23890.63291
1/27/2017 6:00,7.62,85.4,0.084,0.174,24601.51899
1/27/2017 6:10,7.35,85.9,0.091,0.119,24176.20253
1/27/2017 6:20,7.24,87.4,0.086,0.126,24243.03797
1/27/2017 6:30,7.1,87.8,0.088,0.134,24206.58228
1/27/2017 6:40,6.854,87.9,0.088,0.163,23763.03797
1/27/2017 6:50,7,87.6,0.087,0.126,23228.35443
1/27/2017 7:00,7.23,87.4,0.088,0.137,22705.82278
1/27/2017 7:10,7.37,87.7,0.087,0.108,22450.63291
1/27/2017 7:20,7.03,86.8,0.088,0.174,22365.56962
1/27/2017 7:30,6.874,86.3,0.089,0.119,22705.82278
1/27/2017 7:40,6.94,86.8,0.087,0.148,23137.21519
1/27/2017 7:50,6.958,87,0.089,0.1,23125.06329
1/27/2017 8:00,7.1,87.7,0.086,0.26,23009.62025
1/27/2017 8:10,7.14,87.5,0.084,1.343,23817.72152
1/27/2017 8:20,6.892,86.2,0.081,4.413,24571.13924
1/27/2017 8:30,6.927,85.3,0.084,8.7,25251.64557
1/27/2017 8:40,7.06,84.6,0.082,24.04,26017.21519
1/27/2017 8:50,7.32,83.7,0.088,29.03,27031.89873
1/27/2017 9:00,6.957,85.4,0.086,29.1,27669.87342
1/27/2017 9:10,6.845,85.3,0.093,28.21,28368.60759
1/27/2017 9:20,7.01,85.6,0.093,28.79,29346.83544
1/27/2017 9:30,7.41,84.5,0.083,30.36,30161.01266
1/27/2017 9:40,7.35,85.3,0.087,32.93,30701.77215
1/27/2017 9:50,7.29,86.5,0.086,33.94,31090.63291
1/27/2017 10:00,7.84,86.3,0.09,34.4,31898.73418
1/27/2017 10:10,8.37,85.2,0.088,36.11,32506.32911
1/27/2017 10:20,8.72,83.7,0.086,37.21,32949.87342
1/27/2017 10:30,9.2,83.3,0.092,38.13,33472.40506
1/27/2017 10:40,9.66,81.5,0.09,38.82,33855.18987
1/27/2017 10:50,10.22,79.8,0.089,39.2,34553.92405
1/27/2017 11:00,10.92,76.8,0.092,41.37,35100.75949
1/27/2017 11:10,11.56,73,0.09,42.37,35465.31646
1/27/2017 11:20,12.22,71.8,0.09,42.9,35489.62025
1/27/2017 11:30,12.99,71,0.094,44.36,35763.03797
1/27/2017 11:40,13.46,70.2,0.091,53.13,35921.01266
1/27/2017 11:50,14.25,69.08,0.09,50.76,36151.89873
1/27/2017 12:00,14.76,65.58,0.083,53.74,35829.87342
1/27/2017 12:10,14.94,65.21,0.085,50.59,35471.39241
1/27/2017 12:20,15.37,65.01,0.084,50.74,34863.79747
1/27/2017 12:30,15.74,62.14,0.082,50.69,34717.97468
1/27/2017 12:40,16.04,61.14,0.085,58.51,34456.70886
1/27/2017 12:50,16.49,58.3,0.084,64.07,34529.62025
1/27/2017 13:00,16.75,55.63,0.086,66.83,34128.60759
1/27/2017 13:10,16.91,51.69,0.088,77.2,34165.06329
